Degraded,MOS_P563
Robin-20080711-wqa_a0551_plr1_evs.wav, 1.185813
Robin-20080711-wqa_a0552_plr3_opus.wav, 1.000000
Robin-20080711-wqa_a0553_plr5_evs.wav, 1.416579
Robin-20080711-wqa_a0554_plr1_opus.wav, 1.244017
Robin-20080711-wqa_a0555_plr3_evs.wav, 1.364733
Robin-20080711-wqa_a0556_plr5_opus.wav, 1.000000
Ronin-20080326-aca_a0539_plr5_evs.wav, 1.479876
Ronin-20080326-aca_a0540_plr1_opus.wav, 2.090828
Ronin-20080326-aca_a0541_plr3_evs.wav, 2.029826
Ronin-20080326-aca_a0542_plr5_opus.wav, 1.481013
Ronin-20080326-aca_a0543_plr1_evs.wav, 1.246898
Ronin-20080326-aca_a0544_plr3_opus.wav, 1.467350
Ronin-20080326-aca_a0545_plr5_evs.wav, 1.710314
Ronin-20080326-aca_a0546_plr1_opus.wav, 1.980914
Ronin-20080326-aca_a0547_plr3_evs.wav, 1.758452
Ronin-20080326-aca_a0548_plr5_opus.wav, 1.426548
Ronin-20080326-arv_b0010_plr1_evs.wav, 1.596580
Ronin-20080326-arv_b0011_plr3_opus.wav, 2.190303
Ronin-20080326-arv_b0012_plr5_evs.wav, 1.756478
Ronin-20080326-arv_b0013_plr1_opus.wav, 1.653906
Ronin-20080326-arv_b0014_plr3_evs.wav, 1.417606
Ronin-20080326-arv_b0015_plr5_opus.wav, 1.870452
Ronin-20080326-arv_b0016_plr1_evs.wav, 1.676433
Ronin-20080326-arv_b0017_plr3_opus.wav, 1.876047
Ronin-20080326-arv_b0018_plr5_evs.wav, 2.161228
Ronin-20080326-arv_b0019_plr1_opus.wav, 1.906796
Ronin-20080326-lrl_b0282_plr3_evs.wav, 1.000000
Ronin-20080326-lrl_b0283_plr5_opus.wav, 1.000000
Ronin-20080326-lrl_b0284_plr1_evs.wav, 1.000000
Ronin-20080326-lrl_b0285_plr3_opus.wav, 1.000000
Ronin-20080326-lrl_b0286_plr5_evs.wav, 1.000000
Ronin-20080326-lrl_b0287_plr1_opus.wav, 1.000000
Ronin-20080326-lrl_b0288_plr3_evs.wav, 1.000000
Ronin-20080326-lrl_b0289_plr5_opus.wav, 1.000000
Ronin-20080326-lrl_b0290_plr1_evs.wav, 1.000000
Ronin-20080326-lrl_b0291_plr3_opus.wav, 1.072978
Ronin-20080326-odz_a0208_plr5_evs.wav, 1.932717
Ronin-20080326-odz_a0209_plr1_opus.wav, 2.052119
Ronin-20080326-odz_a0210_plr3_evs.wav, 2.098260
Ronin-20080326-odz_a0211_plr5_opus.wav, 1.000000
Ronin-20080326-odz_a0212_plr1_evs.wav, 2.045437
Ronin-20080326-odz_a0213_plr3_opus.wav, 1.506933
Ronin-20080326-odz_a0214_plr5_evs.wav, 1.817792
Ronin-20080326-odz_a0215_plr1_opus.wav, 1.883012
Ronin-20080326-odz_a0216_plr3_evs.wav, 1.000000
Ronin-20080326-odz_a0217_plr5_opus.wav, 1.627339
Ronin-20080326-rqj_a0479_plr1_evs.wav, 2.067059
Ronin-20080326-rqj_a0480_plr3_opus.wav, 1.721154
Ronin-20080326-rqj_a0481_plr5_evs.wav, 1.482968
Ronin-20080326-rqj_a0482_plr1_opus.wav, 1.648792
Ronin-20080326-rqj_a0483_plr3_evs.wav, 1.384754
Ronin-20080326-rqj_a0484_plr5_opus.wav, 1.045815
Ronin-20080326-rqj_a0485_plr1_evs.wav, 2.158558
Ronin-20080326-rqj_a0486_plr3_opus.wav, 2.315638
Ronin-20080326-rqj_a0487_plr5_evs.wav, 1.509786
Ronin-20080326-rqj_a0488_plr1_opus.wav, 1.539052
Ronin-20080326-udk_a0478_plr3_evs.wav, 2.334480
Ronin-20080326-udk_a0479_plr5_opus.wav, 2.338298
Ronin-20080326-udk_a0480_plr1_evs.wav, 1.537272
Ronin-20080326-udk_a0481_plr3_opus.wav, 1.023752
Ronin-20080326-udk_a0482_plr5_evs.wav, 1.340659
Ronin-20080326-udk_a0483_plr1_opus.wav, 1.307390
Ronin-20080326-udk_a0484_plr3_evs.wav, 1.000000
Ronin-20080326-udk_a0485_plr5_opus.wav, 1.311409
Ronin-20080326-udk_a0486_plr1_evs.wav, 1.372724
Ronin-20080326-udk_a0487_plr3_opus.wav, 1.104692
Ronin-20080327-nba_b0281_plr5_evs.wav, 1.000000
Ronin-20080327-nba_b0282_plr1_opus.wav, 1.803103
Ronin-20080327-nba_b0283_plr3_evs.wav, 1.000000
Ronin-20080327-nba_b0284_plr5_opus.wav, 1.128172
Ronin-20080327-nba_b0285_plr1_evs.wav, 1.000000
Ronin-20080327-nba_b0286_plr3_opus.wav, 1.000000
Ronin-20080327-nba_b0287_plr5_evs.wav, 1.000000
Ronin-20080327-nba_b0288_plr1_opus.wav, 1.000000
Ronin-20080327-nba_b0289_plr3_evs.wav, 1.000000
Ronin-20080327-nba_b0290_plr5_opus.wav, 1.000000
Ronin_Sage-20080110-ny_rp-02_plr1_evs.wav, 1.000000
Ronin_Sage-20080110-ny_rp-03_plr3_opus.wav, 1.000000
Ronin_Sage-20080110-ny_rp-04_plr5_evs.wav, 1.000000
Ronin_Sage-20080110-ny_rp-05_plr1_opus.wav, 1.000000
Ronin_Sage-20080110-ny_rp-06_plr3_evs.wav, 1.000000
Ronin_Sage-20080110-ny_rp-07_plr5_opus.wav, 1.042124
Ronin_Sage-20080110-ny_rp-08_plr1_evs.wav, 1.000000
Ronin_Sage-20080110-ny_rp-09_plr3_opus.wav, 1.000000
Ronin_Sage-20080110-ny_rp-10_plr5_evs.wav, 1.000000
Ronin_Sage-20080110-ny_rp-11_plr1_opus.wav, 1.000000
RonnelWing-20071121-bvx_b0349_plr3_evs.wav, 1.000000
RonnelWing-20071121-bvx_b0350_plr5_opus.wav, 5.000000
RonnelWing-20071121-bvx_b0351_plr1_evs.wav, 1.000000
RonnelWing-20071121-bvx_b0352_plr3_opus.wav, 2.071618
RonnelWing-20071121-bvx_b0353_plr5_evs.wav, 1.000000
RonnelWing-20071121-bvx_b0354_plr1_opus.wav, 1.352354
RonnelWing-20071121-bvx_b0355_plr3_evs.wav, 1.000000
RonnelWing-20071121-bvx_b0356_plr5_opus.wav, 1.197389
RonnelWing-20071121-bvx_b0357_plr1_evs.wav, 1.000000
RonnelWing-20071121-bvx_b0358_plr3_opus.wav, 4.589497
Rovanion-20100821-xsw_b0464_plr3_evs.wav, 1.000000
Rovanion-20100821-xsw_b0465_plr5_opus.wav, 1.000000
Rovanion-20100821-xsw_b0466_plr1_evs.wav, 1.000000
Rovanion-20100821-xsw_b0467_plr3_opus.wav, 1.000000
Rovanion-20100821-xsw_b0468_plr5_evs.wav, 1.000000
Rovanion-20100821-xsw_b0469_plr1_opus.wav, 1.000000
Rovanion-20100821-xsw_b0470_plr3_evs.wav, 1.000000
Rovanion-20100821-xsw_b0471_plr5_opus.wav, 1.000000
Rovanion-20100821-xsw_b0472_plr1_evs.wav, 1.000000
Rovanion-20100821-xsw_b0473_plr3_opus.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0312_plr1_opus.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0313_plr3_evs.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0314_plr5_opus.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0315_plr1_evs.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0316_plr3_opus.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0317_plr5_evs.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0318_plr1_opus.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0319_plr3_evs.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0320_plr5_opus.wav, 1.000000
RuslanPetrenko-20110505-vnj_b0321_plr1_evs.wav, 1.000000
Ryan-20100721-xle_a0345_plr3_evs.wav, 1.096941
Ryan-20100721-xle_a0346_plr5_opus.wav, 1.000000
Ryan-20100721-xle_a0347_plr1_evs.wav, 1.000000
Ryan-20100721-xle_a0348_plr3_opus.wav, 1.000000
Ryan-20100721-xle_a0349_plr5_evs.wav, 1.328692
Ryan-20100721-xle_a0350_plr1_opus.wav, 1.000000
Ryan-20100721-xle_a0351_plr3_evs.wav, 1.430272
Ryan-20100721-xle_a0352_plr5_opus.wav, 1.807082
Ryan-20100721-xle_a0353_plr1_evs.wav, 1.000000
Ryan-20100721-xle_a0354_plr3_opus.wav, 1.857711
Ryan-20100724-frt_b0298_plr5_evs.wav, 1.000000
Ryan-20100724-frt_b0299_plr1_opus.wav, 1.995177
Ryan-20100724-frt_b0300_plr3_evs.wav, 1.985881
Ryan-20100724-frt_b0301_plr5_opus.wav, 2.263194
Ryan-20100724-frt_b0302_plr1_evs.wav, 1.494855
Ryan-20100724-frt_b0303_plr3_opus.wav, 1.000000
Ryan-20100724-frt_b0304_plr5_evs.wav, 1.873965
Ryan-20100724-frt_b0305_plr1_opus.wav, 1.416069
Ryan-20100724-frt_b0306_plr3_evs.wav, 1.696659
Ryan-20100724-frt_b0307_plr5_opus.wav, 1.124946
Ryan-20100724-jeb_rb-22_plr1_evs.wav, 1.065871
Ryan-20100724-jeb_rb-23_plr3_opus.wav, 1.605881
Ryan-20100724-jeb_rb-24_plr5_evs.wav, 1.592786
Ryan-20100724-jeb_rb-25_plr1_opus.wav, 1.846074
Ryan-20100724-jeb_rb-26_plr3_evs.wav, 2.189289
Ryan-20100724-jeb_rb-27_plr5_opus.wav, 2.376954
Ryan-20100724-jeb_rb-28_plr1_evs.wav, 1.430965
Ryan-20100724-jeb_rb-29_plr3_opus.wav, 1.311675
Ryan-20100724-jeb_rb-30_plr5_evs.wav, 2.448955
Ryan-20100724-jeb_rb-31_plr1_opus.wav, 1.815806
Ryan-20100724-xay_a0324_plr3_evs.wav, 1.000000
Ryan-20100724-xay_a0325_plr5_opus.wav, 2.280110
Ryan-20100724-xay_a0326_plr1_evs.wav, 1.000000
Ryan-20100724-xay_a0327_plr3_opus.wav, 1.372125
Ryan-20100724-xay_a0328_plr5_evs.wav, 2.231167
Ryan-20100724-xay_a0329_plr1_opus.wav, 1.000000
Ryan-20100724-xay_a0330_plr3_evs.wav, 1.863053
Ryan-20100724-xay_a0331_plr5_opus.wav, 1.000000
Ryan-20100724-xay_a0332_plr1_evs.wav, 1.641356
Ryan-20100724-xay_a0333_plr3_opus.wav, 1.052249
Ryan-20100726-uru_b0226_plr5_evs.wav, 1.000000
Ryan-20100726-uru_b0227_plr1_opus.wav, 1.167801
Ryan-20100726-uru_b0228_plr3_evs.wav, 1.000000
Ryan-20100726-uru_b0229_plr5_opus.wav, 1.471193
Ryan-20100726-uru_b0230_plr1_evs.wav, 1.737863
Ryan-20100726-uru_b0231_plr3_opus.wav, 2.200655
Ryan-20100726-uru_b0232_plr5_evs.wav, 1.000000
Ryan-20100726-uru_b0233_plr1_opus.wav, 2.326807
Ryan-20100726-uru_b0234_plr3_evs.wav, 2.047276
Ryan-20100726-uru_b0235_plr5_opus.wav, 2.054562
SF7-20071020-mur_a0300_plr3_evs.wav, 1.000000
SF7-20071020-mur_a0301_plr5_opus.wav, 1.000000
SF7-20071020-mur_a0302_plr1_evs.wav, 1.123122
SF7-20071020-mur_a0303_plr3_opus.wav, 1.000000
SF7-20071020-mur_a0304_plr5_evs.wav, 1.000000
SF7-20071020-mur_a0305_plr1_opus.wav, 1.000000
SF7-20071020-mur_a0306_plr3_evs.wav, 1.000000
SF7-20071020-mur_a0307_plr5_opus.wav, 1.000000
SF7-20071020-mur_a0308_plr1_evs.wav, 1.000000
SF7-20071020-mur_a0309_plr3_opus.wav, 1.000000
SamirBenAbid-20091104-mpk_b0508_plr5_evs.wav, 1.000000
SamirBenAbid-20091104-mpk_b0509_plr1_opus.wav, 1.000000
SamirBenAbid-20091104-mpk_b0510_plr3_evs.wav, 1.000000
SamirBenAbid-20091104-mpk_b0511_plr5_opus.wav, 1.000000
SamirBenAbid-20091104-mpk_b0512_plr1_evs.wav, 1.000000
SamirBenAbid-20091104-mpk_b0513_plr3_opus.wav, 1.000000
SamirBenAbid-20091104-mpk_b0514_plr5_evs.wav, 1.000000
SamirBenAbid-20091104-mpk_b0515_plr1_opus.wav, 1.000000
SamirBenAbid-20091104-mpk_b0516_plr3_evs.wav, 1.000000
SamirBenAbid-20091104-mpk_b0517_plr5_opus.wav, 1.000000
SamirBenAbid-20091104-ulq_a0142_plr1_evs.wav, 1.000000
SamirBenAbid-20091104-ulq_a0143_plr3_opus.wav, 1.000000
SamirBenAbid-20091104-ulq_a0144_plr5_evs.wav, 1.000000
SamirBenAbid-20091104-ulq_a0145_plr1_opus.wav, 1.000000
SamirBenAbid-20091104-ulq_a0146_plr3_evs.wav, 1.000000
SamirBenAbid-20091104-ulq_a0147_plr5_opus.wav, 1.000000
SamirBenAbid-20091104-ulq_a0148_plr1_evs.wav, 1.000000
SamirBenAbid-20091104-ulq_a0149_plr3_opus.wav, 1.000000
SamirBenAbid-20091104-ulq_a0150_plr5_evs.wav, 1.000000
SamirBenAbid-20091104-ulq_a0151_plr1_opus.wav, 1.000000
SanjeetPandey-20130122-ujt_a0593_plr5_evs.wav, 1.000000
SanjeetPandey-20130122-ujt_b0001_plr1_opus.wav, 1.000000
SanjeetPandey-20130122-ujt_b0002_plr3_evs.wav, 1.000000
SanjeetPandey-20130122-ujt_b0003_plr5_opus.wav, 1.000000
SanjeetPandey-20130122-ujt_b0004_plr1_evs.wav, 1.000000
SanjeetPandey-20130122-ujt_b0005_plr3_opus.wav, 1.000000
SanjeetPandey-20130122-ujt_b0006_plr5_evs.wav, 1.000000
SanjeetPandey-20130122-ujt_b0007_plr1_opus.wav, 1.000000
SanjeetPandey-20130122-ujt_b0008_plr3_evs.wav, 1.000000
SanjeetPandey-20130122-ujt_b0009_plr5_opus.wav, 1.000000
Saul-20080221-arb_b0242_plr3_opus.wav, 1.000000
Saul-20080221-arb_b0243_plr5_evs.wav, 1.000000
Saul-20080221-arb_b0244_plr1_opus.wav, 1.000000
Saul-20080221-arb_b0245_plr3_evs.wav, 1.000000
Saul-20080221-arb_b0246_plr5_opus.wav, 1.000000
Saul-20080221-arb_b0247_plr1_evs.wav, 1.000000
Saul-20080221-arb_b0248_plr3_opus.wav, 1.000000
Saul-20080221-arb_b0249_plr5_evs.wav, 1.000000
Saul-20080221-arb_b0250_plr1_opus.wav, 1.000000
Saul-20080221-arb_b0251_plr3_evs.wav, 1.000000
Saul-20080221-cjc_a0007_plr5_opus.wav, 1.000000
Saul-20080221-cjc_a0008_plr1_evs.wav, 1.000000
Saul-20080221-cjc_a0009_plr3_opus.wav, 1.000000
Saul-20080221-cjc_a0010_plr5_evs.wav, 1.000000
Saul-20080221-cjc_a0011_plr1_opus.wav, 1.000000
Saul-20080221-cjc_a0012_plr3_evs.wav, 1.000000
Saul-20080221-cjc_a0013_plr5_opus.wav, 1.000000
Saul-20080221-cjc_a0014_plr1_evs.wav, 1.000000
Saul-20080221-cjc_a0015_plr3_opus.wav, 1.000000
Saul-20080221-cjc_a0016_plr5_evs.wav, 1.000000
Saul-20080221-ftq_ar-05_plr1_opus.wav, 1.000000
Saul-20080221-ftq_ar-06_plr3_evs.wav, 1.000000
Saul-20080221-ftq_ar-07_plr5_opus.wav, 1.000000
Saul-20080221-ftq_ar-08_plr1_evs.wav, 1.000000
Saul-20080221-ftq_ar-09_plr3_opus.wav, 1.000000
Saul-20080221-ftq_ar-10_plr5_evs.wav, 1.000000
Saul-20080221-ftq_ar-11_plr1_opus.wav, 1.000000
Saul-20080221-ftq_ar-12_plr3_evs.wav, 1.000000
Saul-20080221-ftq_ar-13_plr5_opus.wav, 1.000000
Saul-20080221-ftq_ar-14_plr1_evs.wav, 1.000000
Saul-20080221-iiw_b0520_plr3_opus.wav, 1.000000
Saul-20080221-iiw_b0521_plr5_evs.wav, 1.000000
Saul-20080221-iiw_b0522_plr1_opus.wav, 1.000000
Saul-20080221-iiw_b0523_plr3_evs.wav, 1.000000
Saul-20080221-iiw_b0524_plr5_opus.wav, 1.000000
Saul-20080221-iiw_b0525_plr1_evs.wav, 1.000000
Saul-20080221-iiw_b0526_plr3_opus.wav, 1.000000
Saul-20080221-iiw_b0527_plr5_evs.wav, 1.000000
Saul-20080221-iiw_b0528_plr1_opus.wav, 1.000000
Saul-20080221-iiw_b0529_plr3_evs.wav, 1.000000
Saul-20080221-qwn_a0325_plr5_opus.wav, 1.000000
Saul-20080221-qwn_a0326_plr1_evs.wav, 1.000000
Saul-20080221-qwn_a0327_plr3_opus.wav, 1.000000
Saul-20080221-qwn_a0328_plr5_evs.wav, 1.000000
Saul-20080221-qwn_a0329_plr1_opus.wav, 1.000000
Saul-20080221-qwn_a0330_plr3_evs.wav, 1.000000
Saul-20080221-qwn_a0331_plr5_opus.wav, 1.000000
Saul-20080221-qwn_a0332_plr1_evs.wav, 1.000000
Saul-20080221-qwn_a0333_plr3_opus.wav, 1.000000
Saul-20080221-qwn_a0334_plr5_evs.wav, 1.000000
Saul-20080221-xai_a0001_plr1_opus.wav, 1.940077
Saul-20080221-xai_a0002_plr3_evs.wav, 1.000000
Saul-20080221-xai_a0003_plr5_opus.wav, 1.000000
Saul-20080221-xai_a0004_plr1_evs.wav, 1.000000
Saul-20080221-xai_a0005_plr3_opus.wav, 1.000000
Saul-20080221-xai_a0006_plr5_evs.wav, 1.000000
Saul-20080221-xai_a0007_plr1_opus.wav, 1.000000
Saul-20080221-xai_a0008_plr3_evs.wav, 1.000000
Saul-20080221-xai_rb-36_plr5_opus.wav, 1.000000
Saul-20080221-xai_rb-37_plr1_evs.wav, 1.000000
Saul-20090208-uct_b0474_plr3_opus.wav, 1.000000
Saul-20090208-uct_b0475_plr5_evs.wav, 1.000000
Saul-20090208-uct_b0476_plr1_opus.wav, 1.053470
Saul-20090208-uct_b0477_plr3_evs.wav, 1.000000
Saul-20090208-uct_b0478_plr5_opus.wav, 1.000000
Saul-20090208-uct_b0479_plr1_evs.wav, 1.000000
Saul-20090208-uct_b0480_plr3_opus.wav, 1.000000
Saul-20090208-uct_b0481_plr5_evs.wav, 1.000000
Saul-20090208-uct_b0482_plr1_opus.wav, 1.301127
Saul-20090208-uct_b0483_plr3_evs.wav, 1.010522
Scott-20080610-acn_b0168_plr5_opus.wav, 1.000000
Scott-20080610-acn_b0169_plr1_evs.wav, 1.000000
Scott-20080610-acn_b0170_plr3_opus.wav, 1.000000
Scott-20080610-acn_b0171_plr5_evs.wav, 1.000000
Scott-20080610-acn_b0172_plr1_opus.wav, 1.000000
Scott-20080610-acn_b0173_plr3_evs.wav, 1.000000
Scott-20080610-acn_b0174_plr5_opus.wav, 1.000000
Scott-20080610-acn_b0175_plr1_evs.wav, 1.000000
Scott-20080610-acn_b0176_plr3_opus.wav, 1.000000
Scott-20080610-acn_b0177_plr5_evs.wav, 1.000000
Scott-20080610-zlt_a0189_plr1_opus.wav, 1.000000
Scott-20080610-zlt_a0190_plr3_evs.wav, 1.000000
Scott-20080610-zlt_a0191_plr5_opus.wav, 1.000000
Scott-20080610-zlt_a0192_plr1_evs.wav, 1.000000
Scott-20080610-zlt_a0193_plr3_opus.wav, 1.000000
Scott-20080610-zlt_a0194_plr5_evs.wav, 1.000000
Scott-20080610-zlt_a0195_plr1_opus.wav, 1.000000
Scott-20080610-zlt_a0196_plr3_evs.wav, 1.000000
Scott-20080610-zlt_a0197_plr5_opus.wav, 1.000000
Scott-20080610-zlt_a0198_plr1_evs.wav, 1.000000
Senthil_Singapore-20090404-lfs_a0105_plr5_evs.wav, 1.000000
Senthil_Singapore-20090404-lfs_a0106_plr1_opus.wav, 2.256068
Senthil_Singapore-20090404-lfs_a0107_plr3_evs.wav, 1.000000
Senthil_Singapore-20090404-lfs_a0108_plr5_opus.wav, 2.559816
Senthil_Singapore-20090404-lfs_a0109_plr1_evs.wav, 2.057505
Senthil_Singapore-20090404-lfs_a0110_plr3_opus.wav, 1.995005
Senthil_Singapore-20090404-lfs_a0111_plr5_evs.wav, 1.868079
Senthil_Singapore-20090404-lfs_a0112_plr1_opus.wav, 2.651938
Senthil_Singapore-20090404-lfs_a0113_plr3_evs.wav, 1.000000
Senthil_Singapore-20090404-lfs_a0114_plr5_opus.wav, 2.500127
Sepero-20090315-cec_b0230_plr1_evs.wav, 1.000000
Sepero-20090315-cec_b0231_plr3_opus.wav, 1.000000
Sepero-20090315-cec_b0232_plr5_evs.wav, 1.000000
Sepero-20090315-cec_b0233_plr1_opus.wav, 1.000000
Sepero-20090315-cec_b0234_plr3_evs.wav, 1.000000
Sepero-20090315-cec_b0235_plr5_opus.wav, 2.498594
Sepero-20090315-cec_b0236_plr1_evs.wav, 1.000000
Sepero-20090315-cec_b0237_plr3_opus.wav, 2.172367
Sepero-20090315-cec_b0238_plr5_evs.wav, 1.000000
Sepero-20090315-cec_b0239_plr1_opus.wav, 1.478032
Sepero-20090315-rek_b0465_plr3_evs.wav, 1.000000
Sepero-20090315-rek_b0466_plr5_opus.wav, 1.000000
Sepero-20090315-rek_b0467_plr1_evs.wav, 1.000000
Sepero-20090315-rek_b0468_plr3_opus.wav, 2.609419
Sepero-20090315-rek_b0469_plr5_evs.wav, 1.000000
Sepero-20090315-rek_b0470_plr1_opus.wav, 1.000000
Sepero-20090315-rek_b0471_plr3_evs.wav, 1.000000
Sepero-20090315-rek_b0472_plr5_opus.wav, 1.000000
Sepero-20090315-rek_b0473_plr1_evs.wav, 1.000000
Sepero-20090315-rek_b0474_plr3_opus.wav, 1.000000
Sepero-20090315-wuu_rp-10_plr5_evs.wav, 1.000000
Sepero-20090315-wuu_rp-11_plr1_opus.wav, 1.794000
Sepero-20090315-wuu_rp-12_plr3_evs.wav, 1.000000
Sepero-20090315-wuu_rp-13_plr5_opus.wav, 1.343976
Sepero-20090315-wuu_rp-14_plr1_evs.wav, 1.000000
Sepero-20090315-wuu_rp-15_plr3_opus.wav, 1.000000
Sepero-20090315-wuu_rp-16_plr5_evs.wav, 1.000000
Sepero-20090315-wuu_rp-17_plr1_opus.wav, 1.849022
Sepero-20090315-wuu_rp-18_plr3_evs.wav, 1.000000
Sepero-20090315-wuu_rp-19_plr5_opus.wav, 1.580239
SergioDaroca-20090909-npg_b0224_plr5_evs.wav, 1.000000
SergioDaroca-20090909-npg_b0225_plr1_opus.wav, 1.032872
SergioDaroca-20090909-npg_b0226_plr3_evs.wav, 1.000000
SergioDaroca-20090909-npg_b0227_plr5_opus.wav, 1.000000
SergioDaroca-20090909-npg_b0228_plr1_evs.wav, 1.000000
SergioDaroca-20090909-npg_b0229_plr3_opus.wav, 1.004237
SergioDaroca-20090909-npg_b0230_plr5_evs.wav, 1.000000
SergioDaroca-20090909-npg_b0231_plr1_opus.wav, 1.000000
SergioDaroca-20090909-npg_b0232_plr3_evs.wav, 1.000000
SergioDaroca-20090909-npg_b0233_plr5_opus.wav, 1.000000
Shakeel-20140926-dun_a0586_plr1_evs.wav, 1.142063
Shakeel-20140926-dun_a0587_plr3_opus.wav, 1.847842
Shakeel-20140926-dun_a0588_plr5_evs.wav, 1.000000
Shakeel-20140926-dun_a0589_plr1_opus.wav, 1.349505
Shakeel-20140926-dun_a0590_plr3_evs.wav, 1.483659
Shakeel-20140926-dun_a0591_plr5_opus.wav, 5.000000
Shakeel-20140926-dun_a0592_plr1_evs.wav, 2.708778
Shakeel-20140926-dun_a0593_plr3_opus.wav, 2.010764
Shakeel-20140926-dun_b0001_plr5_evs.wav, 2.547776
Shakeel-20140926-dun_b0002_plr1_opus.wav, 2.553190
ShamanEx-20150525-ahs_b0055_plr3_evs.wav, 1.000000
ShamanEx-20150525-ahs_b0056_plr5_opus.wav, 1.000000
ShamanEx-20150525-ahs_b0057_plr1_evs.wav, 1.000000
ShamanEx-20150525-ahs_b0058_plr3_opus.wav, 1.000000
ShamanEx-20150525-ahs_b0059_plr5_evs.wav, 1.000000
ShamanEx-20150525-ahs_b0060_plr1_opus.wav, 1.000000
ShamanEx-20150525-ahs_b0061_plr3_evs.wav, 1.000000
ShamanEx-20150525-ahs_b0062_plr5_opus.wav, 1.000000
ShamanEx-20150525-ahs_b0063_plr1_evs.wav, 1.000000
ShamanEx-20150525-ahs_b0064_plr3_opus.wav, 1.000000
ShamanEx-20150525-iqx_a0172_plr5_evs.wav, 1.409242
ShamanEx-20150525-iqx_a0173_plr1_opus.wav, 1.000000
ShamanEx-20150525-iqx_a0174_plr3_evs.wav, 1.000000
ShamanEx-20150525-iqx_a0175_plr5_opus.wav, 1.000000
ShamanEx-20150525-iqx_a0176_plr1_evs.wav, 1.000000
ShamanEx-20150525-iqx_a0177_plr3_opus.wav, 1.000000
ShamanEx-20150525-iqx_a0178_plr5_evs.wav, 1.000000
ShamanEx-20150525-iqx_a0179_plr1_opus.wav, 3.831554
ShamanEx-20150525-iqx_a0180_plr3_evs.wav, 1.000000
ShamanEx-20150525-iqx_a0181_plr5_opus.wav, 1.000000
Shane-20080602-byw_a0435_plr1_evs.wav, 1.000000
Shane-20080602-byw_a0436_plr3_opus.wav, 1.000000
Shane-20080602-byw_a0437_plr5_evs.wav, 1.000000
Shane-20080602-byw_a0438_plr1_opus.wav, 1.000000
Shane-20080602-byw_a0439_plr3_evs.wav, 1.000000
Shane-20080602-byw_a0440_plr5_opus.wav, 1.000000
Shane-20080602-byw_a0441_plr1_evs.wav, 1.000000
Shane-20080602-byw_a0442_plr3_opus.wav, 1.000000
Shane-20080602-byw_a0443_plr5_evs.wav, 1.000000
Shane-20080602-byw_a0444_plr1_opus.wav, 1.000000
Shane-20080602-kmc_a0132_plr3_evs.wav, 1.000000
Shane-20080602-kmc_a0133_plr5_opus.wav, 1.000000
Shane-20080602-kmc_a0134_plr1_evs.wav, 1.000000
Shane-20080602-kmc_a0135_plr3_opus.wav, 1.000000
Shane-20080602-kmc_a0136_plr5_evs.wav, 1.000000
Shane-20080602-kmc_a0137_plr1_opus.wav, 1.000000
Shane-20080602-kmc_a0138_plr3_evs.wav, 1.000000
Shane-20080602-kmc_a0139_plr5_opus.wav, 1.000000
Shane-20080602-kmc_a0140_plr1_evs.wav, 1.000000
Shane-20080602-kmc_a0141_plr3_opus.wav, 1.000000
Shane-20080602-rgd_b0458_plr5_evs.wav, 1.000000
Shane-20080602-rgd_b0459_plr1_opus.wav, 1.000000
Shane-20080602-rgd_b0460_plr3_evs.wav, 1.000000
Shane-20080602-rgd_b0461_plr5_opus.wav, 1.000000
Shane-20080602-rgd_b0462_plr1_evs.wav, 1.000000
Shane-20080602-rgd_b0463_plr3_opus.wav, 1.000000
Shane-20080602-rgd_b0464_plr5_evs.wav, 1.000000
Shane-20080602-rgd_b0465_plr1_opus.wav, 1.000000
Shane-20080602-rgd_b0466_plr3_evs.wav, 1.000000
Shane-20080602-rgd_b0467_plr5_opus.wav, 1.000000
Shane-20080602-xrq_b0316_plr1_evs.wav, 1.000000
Shane-20080602-xrq_b0317_plr3_opus.wav, 1.000000
Shane-20080602-xrq_b0318_plr5_evs.wav, 1.000000
Shane-20080602-xrq_b0319_plr1_opus.wav, 1.000000
Shane-20080602-xrq_b0320_plr3_evs.wav, 1.000000
Shane-20080602-xrq_b0321_plr5_opus.wav, 1.000000
Shane-20080602-xrq_b0322_plr1_evs.wav, 1.000000
Shane-20080602-xrq_b0323_plr3_opus.wav, 1.000000
Shane-20080602-xrq_b0324_plr5_evs.wav, 1.000000
Shane-20080602-xrq_b0325_plr1_opus.wav, 1.000000
Shane-20080603-yfs_a0044_plr3_evs.wav, 1.000000
Shane-20080603-yfs_a0045_plr5_opus.wav, 1.000000
Shane-20080603-yfs_a0046_plr1_evs.wav, 1.000000
Shane-20080603-yfs_a0047_plr3_opus.wav, 1.000000
Shane-20080603-yfs_a0048_plr5_evs.wav, 1.000000
Shane-20080603-yfs_a0049_plr1_opus.wav, 1.000000
